Time,Today Yield(kWh),Energy to Grid(kWh),Energy from Grid(kWh),Energy to Battery(kWh),Energy from Battery(kWh),Load Consumption(kWh),Generation(kWh),GEN(kWh),Smart Load(kWh),AC Coupled(kWh)
2021-11-27,18.03,9.57,7.57,,,16.03,18.03,,,
2021-11-28,18.52,10.59,10.25,,,18.18,18.52,,,
2021-11-29,16.46,7.12,10.46,,,19.8,16.46,,,
2021-11-30,20.82,10.8,5.86,,,15.88,20.82,,,
2021-12-01,16.85,7.69,8.15,,,17.31,16.85,,,
2021-12-02,22.0,12.06,10.11,,,20.05,22.0,,,
2021-12-03,13.09,5.28,7.89,,,15.7,13.09,,,
2021-12-04,19.45,11.18,3.55,,,11.82,19.45,,,
2021-12-05,18.16,7.4,9.76,,,20.52,18.16,,,
2021-12-06,16.92,7.34,5.48,,,15.05,16.92,,,
2021-12-07,15.42,8.43,10.59,,,17.58,15.42,,,
2021-12-08,22.0,10.16,5.07,,,16.91,22.0,,,
2021-12-09,20.76,11.77,7.72,,,16.7,20.76,,,
2021-12-10,20.42,12.54,3.37,,,11.25,20.42,,,
2021-12-11,15.71,7.46,5.77,,,14.02,15.71,,,
2021-12-12,16.17,8.18,5.66,,,13.64,16.17,,,
2021-12-13,19.74,9.86,4.23,,,14.11,19.74,,,
2021-12-14,15.87,8.65,8.92,,,16.14,15.87,,,
2021-12-15,22.0,11.16,4.65,,,15.49,22.0,,,
2021-12-16,14.0,7.91,10.0,,,16.09,14.0,,,
2021-12-17,21.92,12.64,9.31,,,18.58,21.92,,,
2021-12-18,17.98,7.48,5.5,,,16.0,17.98,,,
2021-12-19,18.27,9.05,3.95,,,13.17,18.27,,,
2021-12-20,17.32,8.93,7.72,,,16.11,17.32,,,
2021-12-21,19.91,9.41,7.37,,,17.87,19.91,,,
2021-12-22,22.0,12.28,6.41,,,16.13,22.0,,,
2021-12-23,19.59,11.68,7.7,,,15.61,19.59,,,
2021-12-24,22.0,10.1,5.2,,,17.1,22.0,,,
2021-12-25,22.0,11.9,11.37,,,21.47,22.0,,,
2021-12-26,22.0,11.22,9.1,,,19.88,22.0,,,
2021-12-27,15.75,7.93,6.83,,,14.65,15.75,,,
2021-12-28,13.46,5.87,8.63,,,16.22,13.46,,,
2021-12-29,18.9,10.95,12.37,,,20.31,18.9,,,
2021-12-30,16.32,8.19,6.32,,,14.45,16.32,,,
2021-12-31,21.21,11.09,6.78,,,16.91,21.21,,,
2022-01-01,19.39,8.66,6.41,,,17.14,19.39,,,
2022-01-02,15.01,8.23,13.89,,,20.67,15.01,,,
2022-01-03,14.06,8.35,12.05,,,17.76,14.06,,,
2022-01-04,22.55,14.49,3.45,,,11.52,22.55,,,
2022-01-05,18.86,10.57,4.14,,,12.42,18.86,,,
2022-01-06,18.5,9.9,12.51,,,21.12,18.5,,,
2022-01-07,19.12,10.3,11.26,,,20.07,19.12,,,
2022-01-08,22.55,13.5,10.55,,,19.61,22.55,,,
2022-01-09,17.93,10.37,4.99,,,12.55,17.93,,,
2022-01-10,20.78,9.28,8.21,,,19.71,20.78,,,
2022-01-11,20.18,10.54,4.13,,,13.77,20.18,,,
2022-01-12,17.1,9.77,3.14,,,10.47,17.1,,,
2022-01-13,22.55,9.34,7.89,,,21.1,22.55,,,
2022-01-14,16.51,8.67,14.31,,,22.16,16.51,,,
2022-01-15,21.46,12.27,9.44,,,18.63,21.46,,,
2022-01-16,18.42,9.36,10.04,,,19.09,18.42,,,
2022-01-17,22.55,10.94,4.98,,,16.59,22.55,,,
2022-01-18,19.63,11.03,8.1,,,16.7,19.63,,,
2022-01-19,19.76,10.15,4.12,,,13.72,19.76,,,
2022-01-20,22.55,11.92,6.24,,,16.87,22.55,,,
2022-01-21,16.84,8.14,6.86,,,15.56,16.84,,,
2022-01-22,20.05,10.29,5.17,,,14.92,20.05,,,
2022-01-23,22.55,11.63,4.68,,,15.6,22.55,,,
2022-01-24,22.55,11.2,4.86,,,16.21,22.55,,,
2022-01-25,17.05,8.46,8.71,,,17.3,17.05,,,
2022-01-26,20.71,10.0,4.59,,,15.31,20.71,,,
2022-01-27,20.25,11.83,5.69,,,14.11,20.25,,,
2022-01-28,13.4,7.05,13.52,,,19.87,13.4,,,
2022-01-29,13.7,7.69,9.94,,,15.96,13.7,,,
2022-01-30,20.95,12.58,3.59,,,11.96,20.95,,,
2022-01-31,17.82,8.0,5.6,,,15.42,17.82,,,
2022-02-01,18.24,10.33,8.04,,,15.95,18.24,,,
2022-02-02,21.24,8.66,6.29,,,18.88,21.24,,,
2022-02-03,18.47,9.88,7.93,,,16.52,18.47,,,
2022-02-04,17.22,8.48,7.55,,,16.3,17.22,,,
2022-02-05,18.36,10.98,11.19,,,18.57,18.36,,,
2022-02-06,18.59,10.54,8.72,,,16.77,18.59,,,
2022-02-07,20.09,10.71,10.47,,,19.84,20.09,,,
2022-02-08,17.36,10.39,11.24,,,18.21,17.36,,,
2022-02-09,24.2,9.72,8.39,,,22.87,24.2,,,
2022-02-10,20.84,12.09,8.05,,,16.81,20.84,,,
2022-02-11,22.94,13.5,10.46,,,19.9,22.94,,,
2022-02-12,24.2,12.84,4.87,,,16.23,24.2,,,
2022-02-13,24.2,12.52,5.01,,,16.69,24.2,,,
2022-02-14,24.2,11.63,5.39,,,17.96,24.2,,,
2022-02-15,15.52,6.99,10.5,,,19.02,15.52,,,
2022-02-16,22.3,13.0,3.99,,,13.28,22.3,,,
2022-02-17,22.17,9.98,5.23,,,17.42,22.17,,,
2022-02-18,16.65,7.8,9.18,,,18.03,16.65,,,
2022-02-19,19.1,10.02,8.31,,,17.4,19.1,,,
2022-02-20,23.41,12.75,9.02,,,19.68,23.41,,,
2022-02-21,18.41,9.43,5.78,,,14.76,18.41,,,
2022-02-22,19.34,9.65,13.76,,,23.46,19.34,,,
2022-02-23,22.19,9.82,7.11,,,19.48,22.19,,,
2022-02-24,20.16,9.92,6.89,,,17.13,20.16,,,
2022-02-25,21.33,11.5,10.58,,,20.41,21.33,,,
2022-02-26,18.79,10.51,16.62,,,24.9,18.79,,,
2022-02-27,20.11,11.96,11.54,,,19.7,20.11,,,
2022-02-28,13.86,5.95,7.35,,,15.26,13.86,,,
2022-03-01,9.2,4.87,17.9,,,22.23,9.2,,,
2022-03-02,20.84,8.62,8.59,,,20.81,20.84,,,
2022-03-03,25.85,13.5,12.24,,,24.59,25.85,,,
2022-03-04,13.96,6.21,14.6,,,22.35,13.96,,,
2022-03-05,19.72,8.74,14.97,,,25.95,19.72,,,
2022-03-06,23.44,12.11,7.68,,,19.01,23.44,,,
2022-03-07,19.47,8.72,15.27,,,26.02,19.47,,,
2022-03-08,22.07,9.74,5.43,,,17.76,22.07,,,
2022-03-09,23.45,13.2,13.8,,,24.05,23.45,,,
2022-03-10,12.86,7.28,15.64,,,21.23,12.86,,,
2022-03-11,25.85,13.08,7.0,,,19.78,25.85,,,
2022-03-12,25.85,12.21,10.77,,,24.42,25.85,,,
2022-03-13,18.87,10.74,20.15,,,28.27,18.87,,,
2022-03-14,25.85,11.53,8.81,,,23.13,25.85,,,
2022-03-15,25.85,14.04,5.06,,,16.87,25.85,,,
2022-03-16,13.96,8.13,15.33,,,21.15,13.96,,,
2022-03-17,24.42,10.09,9.07,,,23.4,24.42,,,
2022-03-18,25.85,12.0,6.99,,,20.84,25.85,,,
2022-03-19,18.78,8.39,7.39,,,17.78,18.78,,,
2022-03-20,25.6,13.45,11.55,,,23.7,25.6,,,
2022-03-21,19.71,8.75,11.0,,,21.96,19.71,,,
2022-03-22,23.25,10.32,12.21,,,25.14,23.25,,,
2022-03-23,18.23,8.49,12.67,,,22.42,18.23,,,
2022-03-24,25.21,13.45,13.12,,,24.88,25.21,,,
2022-03-25,25.85,11.79,6.31,,,20.37,25.85,,,
2022-03-26,22.0,10.12,9.95,,,21.82,22.0,,,
2022-03-27,16.04,9.25,15.43,,,22.22,16.04,,,
2022-03-28,17.88,9.64,11.2,,,19.44,17.88,,,
2022-03-29,25.85,14.35,5.44,,,16.94,25.85,,,
2022-03-30,22.11,9.44,11.73,,,24.4,22.11,,,
2022-03-31,23.16,11.92,4.82,,,16.06,23.16,,,
2022-04-01,25.3,13.56,12.22,,,23.96,25.3,,,
2022-04-02,23.11,11.03,11.56,,,23.64,23.11,,,
2022-04-03,23.93,13.41,15.37,,,25.9,23.93,,,
2022-04-04,25.3,14.09,16.07,,,27.28,25.3,,,
2022-04-05,18.98,10.38,12.95,,,21.56,18.98,,,
2022-04-06,22.56,10.26,10.26,,,22.56,22.56,,,
2022-04-07,19.83,8.19,15.41,,,27.06,19.83,,,
2022-04-08,20.02,8.52,9.86,,,21.36,20.02,,,
2022-04-09,19.54,9.17,14.26,,,24.63,19.54,,,
2022-04-10,23.3,13.19,12.82,,,22.92,23.3,,,
2022-04-11,24.18,11.53,11.67,,,24.33,24.18,,,
2022-04-12,24.91,12.33,12.45,,,25.02,24.91,,,
2022-04-13,21.37,12.76,16.44,,,25.05,21.37,,,
2022-04-14,17.07,8.24,15.76,,,24.59,17.07,,,
2022-04-15,19.91,8.49,11.83,,,23.25,19.91,,,
2022-04-16,25.3,10.81,10.38,,,24.87,25.3,,,
2022-04-17,20.68,11.03,13.27,,,22.93,20.68,,,
2022-04-18,18.42,9.55,11.04,,,19.91,18.42,,,
2022-04-19,25.3,10.76,7.42,,,21.95,25.3,,,
2022-04-20,21.14,10.44,12.47,,,23.17,21.14,,,
2022-04-21,22.55,10.35,12.25,,,24.45,22.55,,,
2022-04-22,21.27,11.51,12.46,,,22.22,21.27,,,
2022-04-23,19.21,11.48,19.02,,,26.75,19.21,,,
2022-04-24,22.36,13.07,13.1,,,22.39,22.36,,,
2022-04-25,23.89,10.24,9.1,,,22.76,23.89,,,
2022-04-26,12.39,7.09,14.18,,,19.48,12.39,,,
2022-04-27,22.16,10.81,11.05,,,22.39,22.16,,,
2022-04-28,24.23,10.6,8.09,,,21.72,24.23,,,
2022-04-29,23.39,12.31,18.03,,,29.11,23.39,,,
2022-04-30,13.74,6.94,17.26,,,24.06,13.74,,,
2022-05-01,17.41,9.49,18.34,,,26.25,17.41,,,
2022-05-02,22.55,11.24,16.35,,,27.65,22.55,,,
2022-05-03,20.83,12.28,12.55,,,21.1,20.83,,,
2022-05-04,22.0,9.63,9.43,,,21.8,22.0,,,
2022-05-05,17.83,8.87,15.7,,,24.66,17.83,,,
2022-05-06,17.16,9.07,14.86,,,22.95,17.16,,,
2022-05-07,19.76,8.49,13.42,,,24.69,19.76,,,
2022-05-08,19.04,10.9,18.57,,,26.72,19.04,,,
2022-05-09,11.35,5.07,12.66,,,18.95,11.35,,,
2022-05-10,22.55,10.66,8.61,,,20.5,22.55,,,
2022-05-11,22.55,9.29,11.53,,,24.79,22.55,,,
2022-05-12,21.36,11.47,6.66,,,16.56,21.36,,,
2022-05-13,18.02,10.45,15.43,,,23.01,18.02,,,
2022-05-14,16.57,8.06,17.86,,,26.36,16.57,,,
2022-05-15,20.6,10.0,10.62,,,21.21,20.6,,,
2022-05-16,16.08,7.52,17.32,,,25.88,16.08,,,
2022-05-17,19.94,9.8,11.65,,,21.78,19.94,,,
2022-05-18,13.36,6.58,17.22,,,24.0,13.36,,,
2022-05-19,22.55,11.03,11.34,,,22.86,22.55,,,
2022-05-20,12.1,6.92,16.39,,,21.58,12.1,,,
2022-05-21,17.93,9.18,10.88,,,19.63,17.93,,,
2022-05-22,16.87,8.33,12.97,,,21.51,16.87,,,
2022-05-23,21.19,9.44,7.66,,,19.41,21.19,,,
2022-05-24,16.59,7.51,14.76,,,23.84,16.59,,,
2022-05-25,17.36,8.72,12.42,,,21.06,17.36,,,
2022-05-26,18.38,9.63,18.25,,,26.99,18.38,,,
2022-05-27,21.92,11.01,15.49,,,26.39,21.92,,,
2022-05-28,22.54,11.95,11.4,,,21.99,22.54,,,
2022-05-29,17.15,8.67,11.01,,,19.48,17.15,,,
2022-05-30,16.17,7.12,14.51,,,23.56,16.17,,,
2022-05-31,21.5,9.28,10.45,,,22.67,21.5,,,
2022-06-01,18.81,8.67,9.02,,,19.17,18.81,,,
2022-06-02,15.22,7.69,14.96,,,22.48,15.22,,,
2022-06-03,20.35,11.23,9.44,,,18.56,20.35,,,
2022-06-04,19.51,10.27,14.39,,,23.64,19.51,,,
2022-06-05,16.95,7.76,12.01,,,21.2,16.95,,,
2022-06-06,15.73,9.29,10.36,,,16.8,15.73,,,
2022-06-07,20.35,10.18,15.17,,,25.34,20.35,,,
2022-06-08,14.72,7.64,11.73,,,18.81,14.72,,,
2022-06-09,16.94,7.79,8.81,,,17.97,16.94,,,
2022-06-10,18.25,9.27,8.4,,,17.38,18.25,,,
2022-06-11,13.07,6.54,14.69,,,21.22,13.07,,,
2022-06-12,20.35,9.01,6.13,,,17.46,20.35,,,
2022-06-13,20.09,8.82,5.98,,,17.25,20.09,,,
2022-06-14,20.35,10.41,10.06,,,19.99,20.35,,,
2022-06-15,14.59,6.33,12.52,,,20.79,14.59,,,
2022-06-16,17.07,9.96,12.46,,,19.57,17.07,,,
2022-06-17,14.75,6.67,10.75,,,18.83,14.75,,,
2022-06-18,17.32,10.1,11.57,,,18.79,17.32,,,
2022-06-19,16.49,7.95,8.79,,,17.32,16.49,,,
2022-06-20,16.77,9.65,13.83,,,20.95,16.77,,,
2022-06-21,18.44,9.1,9.65,,,18.99,18.44,,,
2022-06-22,17.12,10.11,10.5,,,17.51,17.12,,,
2022-06-23,10.9,6.11,17.58,,,22.38,10.9,,,
2022-06-24,17.05,9.59,13.48,,,20.93,17.05,,,
2022-06-25,18.77,7.94,10.53,,,21.36,18.77,,,
2022-06-26,15.72,7.81,14.56,,,22.48,15.72,,,
2022-06-27,14.98,7.57,13.22,,,20.63,14.98,,,
2022-06-28,9.33,5.26,13.83,,,17.9,9.33,,,
2022-06-29,14.87,7.58,11.88,,,19.17,14.87,,,
2022-06-30,15.14,8.63,13.6,,,20.11,15.14,,,
2022-07-01,18.28,9.98,10.29,,,18.59,18.28,,,
2022-07-02,19.8,10.43,8.79,,,18.17,19.8,,,
2022-07-03,19.13,9.58,8.24,,,17.8,19.13,,,
2022-07-04,13.23,7.01,13.08,,,19.3,13.23,,,
2022-07-05,17.62,10.41,10.64,,,17.85,17.62,,,
2022-07-06,14.92,7.59,15.94,,,23.28,14.92,,,
2022-07-07,14.7,7.58,8.32,,,15.44,14.7,,,
2022-07-08,19.32,9.77,10.99,,,20.54,19.32,,,
2022-07-09,14.94,7.64,4.41,,,11.71,14.94,,,
2022-07-10,19.73,11.03,5.4,,,14.09,19.73,,,
2022-07-11,16.53,8.82,8.52,,,16.23,16.53,,,
2022-07-12,15.37,8.69,10.03,,,16.71,15.37,,,
2022-07-13,16.35,9.6,13.67,,,20.42,16.35,,,
2022-07-14,16.41,6.98,7.92,,,17.35,16.41,,,
2022-07-15,18.88,8.93,8.62,,,18.58,18.88,,,
2022-07-16,13.78,6.96,12.92,,,19.74,13.78,,,
2022-07-17,19.8,8.41,6.59,,,17.99,19.8,,,
2022-07-18,16.99,8.58,12.11,,,20.52,16.99,,,
2022-07-19,9.79,5.61,8.39,,,12.58,9.79,,,
2022-07-20,16.15,9.06,16.88,,,23.97,16.15,,,
2022-07-21,16.04,8.98,11.96,,,19.02,16.04,,,
2022-07-22,13.21,5.51,11.27,,,18.97,13.21,,,
2022-07-23,19.8,11.56,11.05,,,19.29,19.8,,,
2022-07-24,19.8,11.71,15.79,,,23.88,19.8,,,
2022-07-25,17.02,10.12,10.21,,,17.11,17.02,,,
2022-07-26,13.3,6.95,12.0,,,18.35,13.3,,,
2022-07-27,19.63,8.02,8.76,,,20.37,19.63,,,
2022-07-28,18.9,10.16,6.52,,,15.27,18.9,,,
2022-07-29,18.39,9.0,8.96,,,18.36,18.39,,,
2022-07-30,19.45,11.44,10.15,,,18.16,19.45,,,
2022-07-31,16.97,9.86,12.57,,,19.68,16.97,,,
2022-08-01,13.65,6.02,11.87,,,19.5,13.65,,,
2022-08-02,13.58,6.8,11.2,,,17.98,13.58,,,
2022-08-03,16.51,8.83,10.25,,,17.93,16.51,,,
2022-08-04,15.01,6.83,12.09,,,20.27,15.01,,,
2022-08-05,17.34,10.06,9.46,,,16.74,17.34,,,
2022-08-06,11.63,5.57,16.77,,,22.83,11.63,,,
2022-08-07,16.78,7.92,8.36,,,17.22,16.78,,,
2022-08-08,19.25,11.04,9.55,,,17.75,19.25,,,
2022-08-09,19.25,9.84,10.04,,,19.45,19.25,,,
2022-08-10,19.25,10.56,8.7,,,17.39,19.25,,,
2022-08-11,18.01,9.9,12.87,,,20.98,18.01,,,
2022-08-12,12.06,6.94,14.97,,,20.09,12.06,,,
2022-08-13,14.56,6.33,12.92,,,21.16,14.56,,,
2022-08-14,14.43,7.65,7.75,,,14.53,14.43,,,
2022-08-15,17.31,8.55,11.54,,,20.3,17.31,,,
2022-08-16,14.58,8.06,11.94,,,18.46,14.58,,,
2022-08-17,19.25,8.61,10.0,,,20.64,19.25,,,
2022-08-18,10.61,5.81,7.81,,,12.61,10.61,,,
2022-08-19,19.25,7.82,9.17,,,20.59,19.25,,,
2022-08-20,18.5,8.52,9.22,,,19.21,18.5,,,
2022-08-21,16.51,7.85,10.86,,,19.51,16.51,,,
2022-08-22,16.69,6.97,7.7,,,17.43,16.69,,,
2022-08-23,15.97,7.96,7.53,,,15.54,15.97,,,
2022-08-24,17.0,9.42,8.66,,,16.25,17.0,,,
2022-08-25,19.25,10.04,10.51,,,19.72,19.25,,,
2022-08-26,11.27,6.48,15.19,,,19.98,11.27,,,
2022-08-27,15.9,7.61,10.16,,,18.45,15.9,,,
2022-08-28,13.49,6.74,13.39,,,20.13,13.49,,,
2022-08-29,14.1,6.26,14.81,,,22.65,14.1,,,
2022-08-30,19.25,10.74,7.42,,,15.93,19.25,,,
2022-08-31,16.13,6.64,14.72,,,24.21,16.13,,,
2022-09-01,8.78,3.55,13.8,,,19.03,8.78,,,
2022-09-02,16.55,9.85,9.46,,,16.17,16.55,,,
2022-09-03,19.25,11.55,3.3,,,11.0,19.25,,,
2022-09-04,16.49,8.47,11.52,,,19.55,16.49,,,
2022-09-05,12.44,6.52,9.65,,,15.57,12.44,,,
2022-09-06,19.25,11.3,10.34,,,18.28,19.25,,,
2022-09-07,18.26,8.25,7.69,,,17.7,18.26,,,
2022-09-08,13.85,6.87,11.08,,,18.05,13.85,,,
2022-09-09,16.56,8.22,13.71,,,22.04,16.56,,,
2022-09-10,15.89,9.08,7.76,,,14.57,15.89,,,
2022-09-11,14.66,7.51,8.59,,,15.74,14.66,,,
2022-09-12,12.39,5.77,8.41,,,15.03,12.39,,,
2022-09-13,16.36,7.5,7.44,,,16.3,16.36,,,
2022-09-14,14.31,6.67,7.05,,,14.69,14.31,,,
2022-09-15,15.9,7.91,6.52,,,14.52,15.9,,,
2022-09-16,15.07,7.44,13.08,,,20.7,15.07,,,
2022-09-17,15.18,7.87,12.77,,,20.09,15.18,,,
2022-09-18,19.14,9.7,7.3,,,16.74,19.14,,,
2022-09-19,19.25,10.96,4.44,,,12.73,19.25,,,
2022-09-20,19.25,7.82,5.2,,,16.62,19.25,,,
2022-09-21,19.09,8.58,6.66,,,17.18,19.09,,,
2022-09-22,16.33,8.7,10.24,,,17.88,16.33,,,
2022-09-23,17.67,9.92,10.12,,,17.87,17.67,,,
2022-09-24,13.48,5.48,7.29,,,15.3,13.48,,,
2022-09-25,14.48,7.43,10.81,,,17.87,14.48,,,
2022-09-26,15.62,8.21,7.99,,,15.39,15.62,,,
2022-09-27,14.21,6.54,8.35,,,16.02,14.21,,,
2022-09-28,17.3,9.95,12.95,,,20.29,17.3,,,
2022-09-29,19.25,10.19,6.01,,,15.07,19.25,,,
2022-09-30,16.41,9.02,14.16,,,21.55,16.41,,,
2022-10-01,15.69,6.67,11.62,,,20.63,15.69,,,
2022-10-02,15.82,7.04,12.11,,,20.9,15.82,,,
2022-10-03,15.65,8.84,13.53,,,20.34,15.65,,,
2022-10-04,20.35,11.07,5.73,,,15.0,20.35,,,
2022-10-05,10.51,6.07,13.28,,,17.73,10.51,,,
2022-10-06,18.11,10.42,8.52,,,16.21,18.11,,,
2022-10-07,15.91,6.98,7.33,,,16.27,15.91,,,
2022-10-08,16.51,7.77,6.76,,,15.5,16.51,,,
2022-10-09,16.69,7.34,6.64,,,15.98,16.69,,,
2022-10-10,17.02,9.51,9.55,,,17.06,17.02,,,
2022-10-11,20.08,10.13,10.72,,,20.67,20.08,,,
2022-10-12,10.57,4.88,12.67,,,18.36,10.57,,,
2022-10-13,17.38,9.86,15.66,,,23.18,17.38,,,
2022-10-14,19.74,9.21,10.01,,,20.54,19.74,,,
2022-10-15,14.82,7.68,8.73,,,15.86,14.82,,,
2022-10-16,18.02,9.22,6.63,,,15.43,18.02,,,
2022-10-17,15.52,7.01,7.37,,,15.88,15.52,,,
2022-10-18,18.21,8.32,5.37,,,15.26,18.21,,,
2022-10-19,19.27,9.03,4.39,,,14.62,19.27,,,
2022-10-20,13.4,5.89,8.68,,,16.19,13.4,,,
2022-10-21,20.35,11.85,8.4,,,16.9,20.35,,,
2022-10-22,7.57,4.09,12.33,,,15.81,7.57,,,
2022-10-23,20.35,10.14,9.27,,,19.48,20.35,,,
2022-10-24,14.05,7.44,13.51,,,20.12,14.05,,,
2022-10-25,20.35,9.28,6.63,,,17.7,20.35,,,
2022-10-26,20.35,8.74,7.17,,,18.78,20.35,,,
2022-10-27,12.78,6.97,12.27,,,18.07,12.78,,,
2022-10-28,20.35,9.59,4.61,,,15.37,20.35,,,
2022-10-29,15.5,8.41,12.57,,,19.66,15.5,,,
2022-10-30,11.95,5.23,5.14,,,11.86,11.95,,,
2022-10-31,16.39,8.47,14.96,,,22.88,16.39,,,
2022-11-01,16.57,8.31,10.29,,,18.55,16.57,,,
2022-11-02,18.38,9.78,11.33,,,19.94,18.38,,,
2022-11-03,18.73,9.24,9.29,,,18.78,18.73,,,
2022-11-04,17.62,9.05,5.2,,,13.77,17.62,,,
2022-11-05,20.62,9.75,6.95,,,17.81,20.62,,,
2022-11-06,15.53,8.01,10.53,,,18.06,15.53,,,
2022-11-07,12.58,5.61,9.37,,,16.34,12.58,,,
2022-11-08,21.45,10.42,7.83,,,18.86,21.45,,,
2022-11-09,18.6,10.09,6.85,,,15.36,18.6,,,
2022-11-10,10.48,6.26,16.21,,,20.43,10.48,,,
2022-11-11,19.69,9.32,6.25,,,16.62,19.69,,,
2022-11-12,15.52,9.31,10.12,,,16.33,15.52,,,
2022-11-13,17.14,8.32,9.19,,,18.01,17.14,,,
2022-11-14,13.61,5.62,11.81,,,19.81,13.61,,,
2022-11-15,21.45,11.75,7.87,,,17.57,21.45,,,
2022-11-16,19.38,10.7,4.06,,,12.74,19.38,,,
2022-11-17,12.53,5.74,8.79,,,15.58,12.53,,,
2022-11-18,21.45,11.38,9.97,,,20.04,21.45,,,
2022-11-19,16.41,7.41,8.28,,,17.27,16.41,,,
2022-11-20,20.91,12.15,10.05,,,18.82,20.91,,,
2022-11-21,17.93,10.67,8.78,,,16.04,17.93,,,
2022-11-22,14.61,6.06,8.62,,,17.17,14.61,,,
2022-11-23,14.27,8.27,10.61,,,16.61,14.27,,,
2022-11-24,18.13,7.35,9.09,,,19.86,18.13,,,
2022-11-25,21.45,10.0,6.26,,,17.71,21.45,,,
2022-11-26,17.11,9.86,5.75,,,12.99,17.11,,,
2022-11-27,15.48,8.22,10.96,,,18.23,15.48,,,
2022-11-28,21.25,11.82,8.34,,,17.76,21.25,,,
2022-11-29,16.97,9.91,13.46,,,20.51,16.97,,,
2022-11-30,18.09,9.16,6.09,,,15.02,18.09,,,
2022-12-01,19.53,9.51,7.38,,,17.4,19.53,,,
2022-12-02,13.9,5.71,7.5,,,15.69,13.9,,,
2022-12-03,22.0,11.8,4.87,,,15.07,22.0,,,
2022-12-04,19.93,9.26,6.5,,,17.17,19.93,,,
2022-12-05,20.76,11.91,3.79,,,12.63,20.76,,,
2022-12-06,18.89,10.39,3.64,,,12.14,18.89,,,
2022-12-07,15.67,8.63,8.57,,,15.62,15.67,,,
2022-12-08,18.5,11.1,9.02,,,16.42,18.5,,,
2022-12-09,17.26,8.77,3.64,,,12.13,17.26,,,
2022-12-10,16.5,8.67,5.92,,,13.75,16.5,,,
2022-12-11,22.0,12.79,5.28,,,14.49,22.0,,,
2022-12-12,22.0,12.81,7.13,,,16.31,22.0,,,
2022-12-13,20.1,9.79,7.19,,,17.5,20.1,,,
2022-12-14,22.0,11.13,4.78,,,15.65,22.0,,,
2022-12-15,22.0,12.66,5.98,,,15.32,22.0,,,
2022-12-16,12.46,5.54,11.32,,,18.24,12.46,,,
2022-12-17,22.0,11.93,6.46,,,16.53,22.0,,,
2022-12-18,20.68,10.98,4.59,,,14.29,20.68,,,
2022-12-19,17.5,10.27,11.01,,,18.23,17.5,,,
2022-12-20,12.52,7.28,9.87,,,15.11,12.52,,,
2022-12-21,20.3,10.54,7.29,,,17.04,20.3,,,
2022-12-22,16.46,9.67,6.1,,,12.9,16.46,,,
2022-12-23,22.0,12.24,4.18,,,13.95,22.0,,,
2022-12-24,13.66,5.68,9.99,,,17.97,13.66,,,
2022-12-25,14.18,8.15,9.27,,,15.29,14.18,,,
2022-12-26,17.71,9.92,8.98,,,16.78,17.71,,,
2022-12-27,22.0,12.33,5.58,,,15.25,22.0,,,
2022-12-28,17.59,10.44,6.15,,,13.31,17.59,,,
2022-12-29,14.48,8.42,11.06,,,17.12,14.48,,,
2022-12-30,15.33,6.36,6.12,,,15.09,15.33,,,
2022-12-31,15.71,6.38,9.95,,,19.28,15.71,,,
2023-01-01,16.72,8.23,8.19,,,16.68,16.72,,,
2023-01-02,17.51,8.62,10.61,,,19.5,17.51,,,
2023-01-03,16.28,9.35,8.39,,,15.32,16.28,,,
2023-01-04,21.82,8.79,6.37,,,19.41,21.82,,,
2023-01-05,20.57,9.49,8.33,,,19.41,20.57,,,
2023-01-06,21.37,12.79,5.0,,,13.58,21.37,,,
2023-01-07,17.89,8.88,3.86,,,12.87,17.89,,,
2023-01-08,20.62,11.78,5.35,,,14.2,20.62,,,
2023-01-09,22.55,10.28,5.26,,,17.53,22.55,,,
2023-01-10,16.92,8.32,9.54,,,18.14,16.92,,,
2023-01-11,22.55,13.03,4.08,,,13.6,22.55,,,
2023-01-12,14.04,7.91,11.18,,,17.31,14.04,,,
2023-01-13,19.74,9.96,4.39,,,14.17,19.74,,,
2023-01-14,19.6,10.99,7.59,,,16.21,19.6,,,
2023-01-15,13.89,6.54,8.66,,,16.0,13.89,,,
2023-01-16,17.06,8.51,8.12,,,16.67,17.06,,,
2023-01-17,17.96,9.92,5.67,,,13.7,17.96,,,
2023-01-18,16.75,9.7,9.89,,,16.94,16.75,,,
2023-01-19,14.1,6.86,11.21,,,18.45,14.1,,,
2023-01-20,22.55,10.63,5.82,,,17.74,22.55,,,
2023-01-21,20.92,10.02,4.67,,,15.57,20.92,,,
2023-01-22,22.55,12.5,10.14,,,20.19,22.55,,,
2023-01-23,22.55,13.0,5.65,,,15.2,22.55,,,
2023-01-24,10.19,4.4,9.88,,,15.67,10.19,,,
2023-01-25,15.78,8.66,13.26,,,20.39,15.78,,,
2023-01-26,16.08,8.73,11.25,,,18.6,16.08,,,
2023-01-27,19.33,11.52,6.13,,,13.94,19.33,,,
2023-01-28,17.18,8.88,3.56,,,11.85,17.18,,,
2023-01-29,22.55,12.44,7.51,,,17.62,22.55,,,
2023-01-30,19.75,10.2,5.06,,,14.6,19.75,,,
2023-01-31,22.55,13.44,8.03,,,17.13,22.55,,,
2023-02-01,15.93,7.48,10.61,,,19.06,15.93,,,
2023-02-02,21.64,10.55,4.75,,,15.85,21.64,,,
2023-02-03,8.18,4.77,15.95,,,19.36,8.18,,,
